"caseIndex","arm","updates","publicCall","budgetDiagnostics"
"192","separated_lanes_unbounded_d1","6527","{""sha256"":""3ce879e87bdaf397b828815e8ba3f10c8449f36bccc09ca24bf67867affd2900"",""bySideAndMethod"":{""baseline.orderUnits"":50,""baseline.pauseProduction"":1,""baseline.placeBuilding"":6,""baseline.queueForProduction"":37,""baseline.resumeProduction"":1,""baseline.setUnitDebugText"":93,""baseline.toggleRepairWrench"":8,""baseline.unqueueFromProduction"":3,""candidate.orderUnits"":412,""candidate.pauseProduction"":4,""candidate.placeBuilding"":6,""candidate.queueForProduction"":31,""candidate.resumeProduction"":3,""candidate.setUnitDebugText"":140,""candidate.unqueueFromProduction"":3}}","{""kind"":""unified-intent-d1-telemetry-v1"",""complete"":true,""updates"":6527,""budgetMode"":""separated_lanes_unbounded_d1"",""commandCeiling"":null,""commandCeilingEnforced"":false,""rollingUpdates"":900,""referenceCommandCeiling"":115,""referenceExceededUpdates"":1572,""budgetDenialUpdates"":0,""budgetDeniedUnitIdOccurrences"":0,""budgetDeniedDebugCalls"":0,""maxRollingCommandCalls"":192,""maxPendingUnitIds"":0,""maxForwardedChunkSize"":10,""counters"":{""gameplayNonorderCalls"":47,""productionBatches"":38,""proposedCalls"":419,""proposedUnitIds"":1060,""forwardedOrderCalls"":412,""forwardedUnitIds"":1050,""sameUnitConflicts"":0,""duplicateSuppressions"":10,""invalidUnitIds"":0,""invalidTargets"":0,""invalidTiles"":0,""supersededPending"":0,""expiredPending"":0,""revokedPending"":0,""deferredUnitIds"":0,""pendingUnitIds"":0,""debugProposals"":140,""debugCoalesced"":0,""debugForwarded"":140,""debugDropped"":0},""telemetrySha256"":""d39bd7b820830f83a0ccf31446e1e17ee5aaf52296f907cf81220d4100bc79e5""}"
"193","disabled","19961","{""sha256"":""9d32707daaca8b5fd177246b78c02dc0a2ff9500f7ae6572d40b2e92059168a5"",""bySideAndMethod"":{""baseline.activateSuperWeapon"":1,""baseline.orderUnits"":124,""baseline.pauseProduction"":10,""baseline.placeBuilding"":10,""baseline.queueForProduction"":43,""baseline.quitGame"":792,""baseline.resumeProduction"":7,""baseline.sayAll"":1,""baseline.setUnitDebugText"":123,""baseline.toggleRepairWrench"":16,""baseline.unqueueFromProduction"":2,""candidate.activateSuperWeapon"":2,""candidate.orderUnits"":1037,""candidate.pauseProduction"":20,""candidate.placeBuilding"":9,""candidate.queueForProduction"":82,""candidate.resumeProduction"":18,""candidate.setUnitDebugText"":278,""candidate.toggleRepairWrench"":13,""candidate.unqueueFromProduction"":41}}",""
"193","separated_lanes_v2","18003","{""sha256"":""90294b55c87078298d83d39754f24dcfd76d037d4d96351f2ec02263213cf237"",""bySideAndMethod"":{""baseline.activateSuperWeapon"":3,""baseline.orderUnits"":419,""baseline.pauseProduction"":8,""baseline.placeBuilding"":14,""baseline.queueForProduction"":46,""baseline.resumeProduction"":8,""baseline.setUnitDebugText"":190,""baseline.toggleRepairWrench"":4,""baseline.unqueueFromProduction"":5,""candidate.orderUnits"":411,""candidate.pauseProduction"":10,""candidate.placeBuilding"":8,""candidate.queueForProduction"":59,""candidate.resumeProduction"":8,""candidate.setUnitDebugText"":65,""candidate.toggleRepairWrench"":11,""candidate.unqueueFromProduction"":25}}","{""kind"":""unified-intent-d1-telemetry-v1"",""complete"":true,""updates"":18003,""budgetMode"":""separated_lanes_v2"",""commandCeiling"":115,""commandCeilingEnforced"":true,""rollingUpdates"":900,""referenceCommandCeiling"":115,""referenceExceededUpdates"":0,""budgetDenialUpdates"":355,""budgetDeniedUnitIdOccurrences"":1491,""budgetDeniedDebugCalls"":28,""maxRollingCommandCalls"":115,""maxPendingUnitIds"":8,""maxForwardedChunkSize"":7,""counters"":{""gameplayNonorderCalls"":121,""productionBatches"":93,""proposedCalls"":446,""proposedUnitIds"":904,""forwardedOrderCalls"":411,""forwardedUnitIds"":799,""sameUnitConflicts"":96,""duplicateSuppressions"":8,""invalidUnitIds"":1,""invalidTargets"":0,""invalidTiles"":0,""supersededPending"":96,""expiredPending"":0,""revokedPending"":0,""deferredUnitIds"":1491,""pendingUnitIds"":1491,""debugProposals"":93,""debugCoalesced"":0,""debugForwarded"":65,""debugDropped"":28},""telemetrySha256"":""c71c63c38df42724b058fb65ff82f2175fde9ee176c20a77d98fecf5a5b4f970""}"
"193","separated_lanes_unbounded_d1","7974","{""sha256"":""73bf80dc949a37b194f3973589fd045e852a5bae9fbf44a122b5db7c3abe6c62"",""bySideAndMethod"":{""baseline.orderUnits"":62,""baseline.pauseProduction"":2,""baseline.placeBuilding"":7,""baseline.queueForProduction"":39,""baseline.resumeProduction"":1,""baseline.setUnitDebugText"":107,""baseline.toggleRepairWrench"":14,""baseline.unqueueFromProduction"":2,""candidate.orderUnits"":480,""candidate.pauseProduction"":5,""candidate.placeBuilding"":6,""candidate.queueForProduction"":40,""candidate.resumeProduction"":4,""candidate.setUnitDebugText"":140,""candidate.unqueueFromProduction"":12}}","{""kind"":""unified-intent-d1-telemetry-v1"",""complete"":true,""updates"":7974,""budgetMode"":""separated_lanes_unbounded_d1"",""commandCeiling"":null,""commandCeilingEnforced"":false,""rollingUpdates"":900,""referenceCommandCeiling"":115,""referenceExceededUpdates"":1632,""budgetDenialUpdates"":0,""budgetDeniedUnitIdOccurrences"":0,""budgetDeniedDebugCalls"":0,""maxRollingCommandCalls"":192,""maxPendingUnitIds"":0,""maxForwardedChunkSize"":10,""counters"":{""gameplayNonorderCalls"":67,""productionBatches"":57,""proposedCalls"":487,""proposedUnitIds"":1193,""forwardedOrderCalls"":480,""forwardedUnitIds"":1182,""sameUnitConflicts"":0,""duplicateSuppressions"":11,""invalidUnitIds"":0,""invalidTargets"":0,""invalidTiles"":0,""supersededPending"":0,""expiredPending"":0,""revokedPending"":0,""deferredUnitIds"":0,""pendingUnitIds"":0,""debugProposals"":140,""debugCoalesced"":0,""debugForwarded"":140,""debugDropped"":0},""telemetrySha256"":""b3582e325f58d9f3da3b5afe94bb68c38970fca5867182c449911caf0a5ab9e4""}"
"194","disabled","7110","{""sha256"":""d617ff1bde5a07f7f3e3a85357427a07d150261c8118e80b749bfe95df37b9c9"",""bySideAndMethod"":{""baseline.orderUnits"":50,""baseline.pauseProduction"":4,""baseline.placeBuilding"":7,""baseline.queueForProduction"":34,""baseline.resumeProduction"":2,""baseline.setUnitDebugText"":93,""baseline.toggleRepairWrench"":8,""baseline.unqueueFromProduction"":2,""candidate.orderUnits"":437,""candidate.pauseProduction"":4,""candidate.placeBuilding"":6,""candidate.queueForProduction"":51,""candidate.resumeProduction"":3,""candidate.setUnitDebugText"":191,""candidate.unqueueFromProduction"":4}}",""
"194","separated_lanes_v2","24000","{""sha256"":""8154381108b1b99e805ead0d68633caa90e0dd6051cdd886d1fdf82f9afeb041"",""bySideAndMethod"":{""baseline.orderUnits"":521,""baseline.pauseProduction"":5,""baseline.placeBuilding"":19,""baseline.queueForProduction"":77,""baseline.resumeProduction"":5,""baseline.sellObject"":5,""baseline.setUnitDebugText"":480,""baseline.unqueueFromProduction"":13,""candidate.orderUnits"":409,""candidate.pauseProduction"":21,""candidate.placeBuilding"":9,""candidate.queueForProduction"":76,""candidate.resumeProduction"":21,""candidate.setUnitDebugText"":169,""candidate.toggleRepairWrench"":14,""candidate.unqueueFromProduction"":24}}","{""kind"":""unified-intent-d1-telemetry-v1"",""complete"":true,""updates"":24000,""budgetMode"":""separated_lanes_v2"",""commandCeiling"":115,""commandCeilingEnforced"":true,""rollingUpdates"":900,""referenceCommandCeiling"":115,""referenceExceededUpdates"":0,""budgetDenialUpdates"":193,""budgetDeniedUnitIdOccurrences"":1363,""budgetDeniedDebugCalls"":75,""maxRollingCommandCalls"":115,""maxPendingUnitIds"":13,""maxForwardedChunkSize"":15,""counters"":{""gameplayNonorderCalls"":165,""productionBatches"":130,""proposedCalls"":422,""proposedUnitIds"":1415,""forwardedOrderCalls"":409,""forwardedUnitIds"":1364,""sameUnitConflicts"":47,""duplicateSuppressions"":3,""invalidUnitIds"":1,""invalidTargets"":0,""invalidTiles"":0,""supersededPending"":47,""expiredPending"":0,""revokedPending"":0,""deferredUnitIds"":1363,""pendingUnitIds"":1363,""debugProposals"":244,""debugCoalesced"":0,""debugForwarded"":169,""debugDropped"":75},""telemetrySha256"":""dc2d1bcec76b0aa9c6626717c021098a64edcec43bb99e86a0b8fa8bd4db1222""}"
"194","separated_lanes_unbounded_d1","7110","{""sha256"":""5ef2fba5dae82477d1d1b60d4b6076b231fa8d5f93c9dc409735173f6b50adac"",""bySideAndMethod"":{""baseline.orderUnits"":50,""baseline.pauseProduction"":4,""baseline.placeBuilding"":7,""baseline.queueForProduction"":34,""baseline.resumeProduction"":2,""baseline.setUnitDebugText"":93,""baseline.toggleRepairWrench"":8,""baseline.unqueueFromProduction"":2,""candidate.orderUnits"":426,""candidate.pauseProduction"":4,""candidate.placeBuilding"":6,""candidate.queueForProduction"":51,""candidate.resumeProduction"":3,""candidate.setUnitDebugText"":191,""candidate.unqueueFromProduction"":4}}","{""kind"":""unified-intent-d1-telemetry-v1"",""complete"":true,""updates"":7110,""budgetMode"":""separated_lanes_unbounded_d1"",""commandCeiling"":null,""commandCeilingEnforced"":false,""rollingUpdates"":900,""referenceCommandCeiling"":115,""referenceExceededUpdates"":1788,""budgetDenialUpdates"":0,""budgetDeniedUnitIdOccurrences"":0,""budgetDeniedDebugCalls"":0,""maxRollingCommandCalls"":222,""maxPendingUnitIds"":0,""maxForwardedChunkSize"":20,""counters"":{""gameplayNonorderCalls"":68,""productionBatches"":58,""proposedCalls"":437,""proposedUnitIds"":1828,""forwardedOrderCalls"":426,""forwardedUnitIds"":1825,""sameUnitConflicts"":0,""duplicateSuppressions"":3,""invalidUnitIds"":0,""invalidTargets"":0,""invalidTiles"":0,""supersededPending"":0,""expiredPending"":0,""revokedPending"":0,""deferredUnitIds"":0,""pendingUnitIds"":0,""debugProposals"":191,""debugCoalesced"":0,""debugForwarded"":191,""debugDropped"":0},""telemetrySha256"":""c0ea74b8e6f628a66682a8d4f623a9aeae73a68d257231c6fa567bb6bf3e89f7""}"
"195","disabled","7176","{""sha256"":""22abdca0ac2154e322a7bbffdad01f5a9aba0963ffcdf9dfa6fdd188f49cf45c"",""bySideAndMethod"":{""baseline.orderUnits"":52,""baseline.pauseProduction"":6,""baseline.placeBuilding"":7,""baseline.queueForProduction"":34,""baseline.resumeProduction"":4,""baseline.setUnitDebugText"":101,""baseline.toggleRepairWrench"":8,""baseline.unqueueFromProduction"":2,""candidate.orderUnits"":441,""candidate.pauseProduction"":4,""candidate.placeBuilding"":6,""candidate.queueForProduction"":51,""candidate.resumeProduction"":3,""candidate.setUnitDebugText"":192,""candidate.unqueueFromProduction"":4}}",""
"195","separated_lanes_v2","24000","{""sha256"":""6db86b147815a3460f1104d0945e617757aa7221ae70f60f56e104f2292e36f1"",""bySideAndMethod"":{""baseline.orderUnits"":257,""baseline.pauseProduction"":3,""baseline.placeBuilding"":15,""baseline.queueForProduction"":57,""baseline.resumeProduction"":3,""baseline.sayAll"":1,""baseline.sellObject"":3,""baseline.setUnitDebugText"":529,""baseline.unqueueFromProduction"":8,""candidate.orderUnits"":459,""candidate.pauseProduction"":22,""candidate.placeBuilding"":10,""candidate.queueForProduction"":82,""candidate.resumeProduction"":18,""candidate.setUnitDebugText"":200,""candidate.toggleRepairWrench"":11,""candidate.unqueueFromProduction"":16}}","{""kind"":""unified-intent-d1-telemetry-v1"",""complete"":true,""updates"":24000,""budgetMode"":""separated_lanes_v2"",""commandCeiling"":115,""commandCeilingEnforced"":true,""rollingUpdates"":900,""referenceCommandCeiling"":115,""referenceExceededUpdates"":0,""budgetDenialUpdates"":255,""budgetDeniedUnitIdOccurrences"":1903,""budgetDeniedDebugCalls"":98,""maxRollingCommandCalls"":115,""maxPendingUnitIds"":14,""maxForwardedChunkSize"":15,""counters"":{""gameplayNonorderCalls"":159,""productionBatches"":131,""proposedCalls"":478,""proposedUnitIds"":1592,""forwardedOrderCalls"":459,""forwardedUnitIds"":1522,""sameUnitConflicts"":63,""duplicateSuppressions"":6,""invalidUnitIds"":1,""invalidTargets"":0,""invalidTiles"":0,""supersededPending"":63,""expiredPending"":0,""revokedPending"":0,""deferredUnitIds"":1903,""pendingUnitIds"":1903,""debugProposals"":298,""debugCoalesced"":0,""debugForwarded"":200,""debugDropped"":98},""telemetrySha256"":""cf9684f0bae8b1c752ec9b978af8ffcc7c4c51343fdd9b6c82b0711fd63fb2f6""}"
"195","separated_lanes_unbounded_d1","7176","{""sha256"":""e8e072930735e8c3ef6203c74476a2ea08faea2557737bcb26bf8c6e6532d707"",""bySideAndMethod"":{""baseline.orderUnits"":52,""baseline.pauseProduction"":6,""baseline.placeBuilding"":7,""baseline.queueForProduction"":34,""baseline.resumeProduction"":4,""baseline.setUnitDebugText"":101,""baseline.toggleRepairWrench"":8,""baseline.unqueueFromProduction"":2,""candidate.orderUnits"":430,""candidate.pauseProduction"":4,""candidate.placeBuilding"":6,""candidate.queueForProduction"":51,""candidate.resumeProduction"":3,""candidate.setUnitDebugText"":192,""candidate.unqueueFromProduction"":4}}","{""kind"":""unified-intent-d1-telemetry-v1"",""complete"":true,""updates"":7176,""budgetMode"":""separated_lanes_unbounded_d1"",""commandCeiling"":null,""commandCeilingEnforced"":false,""rollingUpdates"":900,""referenceCommandCeiling"":115,""referenceExceededUpdates"":1668,""budgetDenialUpdates"":0,""budgetDeniedUnitIdOccurrences"":0,""budgetDeniedDebugCalls"":0,""maxRollingCommandCalls"":222,""maxPendingUnitIds"":0,""maxForwardedChunkSize"":21,""counters"":{""gameplayNonorderCalls"":68,""productionBatches"":58,""proposedCalls"":441,""proposedUnitIds"":1834,""forwardedOrderCalls"":430,""forwardedUnitIds"":1831,""sameUnitConflicts"":0,""duplicateSuppressions"":3,""invalidUnitIds"":0,""invalidTargets"":0,""invalidTiles"":0,""supersededPending"":0,""expiredPending"":0,""revokedPending"":0,""deferredUnitIds"":0,""pendingUnitIds"":0,""debugProposals"":192,""debugCoalesced"":0,""debugForwarded"":192,""debugDropped"":0},""telemetrySha256"":""d007a7ef6e340d22d78ad25e02a85a7abbb5156ef6ed8596a35914f723e8645d""}"
"196","disabled","11836","{""sha256"":""362a3983f87e61b122c9b4b142e5f5251098272a6b26a612b94e8784a5796da1"",""bySideAndMethod"":{""baseline.activateSuperWeapon"":1,""baseline.orderUnits"":128,""baseline.pauseProduction"":7,""baseline.placeBuilding"":11,""baseline.queueForProduction"":38,""baseline.resumeProduction"":5,""baseline.sayAll"":1,""baseline.sellObject"":1,""baseline.setUnitDebugText"":113,""baseline.toggleRepairWrench"":6,""baseline.unqueueFromProduction"":5,""candidate.orderUnits"":800,""candidate.pauseProduction"":9,""candidate.placeBuilding"":8,""candidate.queueForProduction"":64,""candidate.resumeProduction"":8,""candidate.setUnitDebugText"":138,""candidate.toggleRepairWrench"":16,""candidate.unqueueFromProduction"":14}}",""
"196","separated_lanes_v2","11440","{""sha256"":""d7f1a0c5ac417109a37e40d7f12b0a2cc2b404b36df375968ab9f0c6f9343293"",""bySideAndMethod"":{""baseline.activateSuperWeapon"":1,""baseline.orderUnits"":107,""baseline.pauseProduction"":6,""baseline.placeBuilding"":9,""baseline.queueForProduction"":35,""baseline.resumeProduction"":4,""baseline.sayAll"":1,""baseline.setUnitDebugText"":107,""baseline.toggleRepairWrench"":8,""baseline.unqueueFromProduction"":3,""candidate.orderUnits"":666,""candidate.pauseProduction"":9,""candidate.placeBuilding"":8,""candidate.queueForProduction"":61,""candidate.resumeProduction"":7,""candidate.setUnitDebugText"":141,""candidate.toggleRepairWrench"":12,""candidate.unqueueFromProduction"":11}}","{""kind"":""unified-intent-d1-telemetry-v1"",""complete"":true,""updates"":11440,""budgetMode"":""separated_lanes_v2"",""commandCeiling"":115,""commandCeilingEnforced"":true,""rollingUpdates"":900,""referenceCommandCeiling"":115,""referenceExceededUpdates"":0,""budgetDenialUpdates"":331,""budgetDeniedUnitIdOccurrences"":1548,""budgetDeniedDebugCalls"":58,""maxRollingCommandCalls"":115,""maxPendingUnitIds"":15,""maxForwardedChunkSize"":13,""counters"":{""gameplayNonorderCalls"":108,""productionBatches"":81,""proposedCalls"":688,""proposedUnitIds"":1885,""forwardedOrderCalls"":666,""forwardedUnitIds"":1827,""sameUnitConflicts"":37,""duplicateSuppressions"":21,""invalidUnitIds"":0,""invalidTargets"":0,""invalidTiles"":0,""supersededPending"":37,""expiredPending"":0,""revokedPending"":0,""deferredUnitIds"":1548,""pendingUnitIds"":1548,""debugProposals"":199,""debugCoalesced"":0,""debugForwarded"":141,""debugDropped"":58},""telemetrySha256"":""3fbaaccac0e65398eeda86915ce9e9a1a44fe04e737a5cc0d174a6f7f366ed7b""}"
"196","separated_lanes_unbounded_d1","11938","{""sha256"":""7be243ad128af2e25a20cf99bfa05dbbc91dcbee59217e2ca1330e7e540b29d9"",""bySideAndMethod"":{""baseline.activateSuperWeapon"":1,""baseline.orderUnits"":123,""baseline.pauseProduction"":6,""baseline.placeBuilding"":10,""baseline.queueForProduction"":37,""baseline.resumeProduction"":4,""baseline.sayAll"":1,""baseline.sellObject"":1,""baseline.setUnitDebugText"":112,""baseline.toggleRepairWrench"":7,""baseline.unqueueFromProduction"":3,""candidate.orderUnits"":723,""candidate.pauseProduction"":9,""candidate.placeBuilding"":8,""candidate.queueForProduction"":65,""candidate.resumeProduction"":7,""candidate.setUnitDebugText"":188,""candidate.toggleRepairWrench"":12,""candidate.unqueueFromProduction"":16}}","{""kind"":""unified-intent-d1-telemetry-v1"",""complete"":true,""updates"":11938,""budgetMode"":""separated_lanes_unbounded_d1"",""commandCeiling"":null,""commandCeilingEnforced"":false,""rollingUpdates"":900,""referenceCommandCeiling"":115,""referenceExceededUpdates"":2388,""budgetDenialUpdates"":0,""budgetDeniedUnitIdOccurrences"":0,""budgetDeniedDebugCalls"":0,""maxRollingCommandCalls"":181,""maxPendingUnitIds"":0,""maxForwardedChunkSize"":13,""counters"":{""gameplayNonorderCalls"":117,""productionBatches"":92,""proposedCalls"":732,""proposedUnitIds"":2032,""forwardedOrderCalls"":723,""forwardedUnitIds"":2010,""sameUnitConflicts"":0,""duplicateSuppressions"":22,""invalidUnitIds"":0,""invalidTargets"":0,""invalidTiles"":0,""supersededPending"":0,""expiredPending"":0,""revokedPending"":0,""deferredUnitIds"":0,""pendingUnitIds"":0,""debugProposals"":188,""debugCoalesced"":0,""debugForwarded"":188,""debugDropped"":0},""telemetrySha256"":""09c71e0a746c8c6e8095bd3f6b3976846cd739cdb3005b18e9145e3546ccccbb""}"
"197","disabled","11296","{""sha256"":""fce9802e929bb8123d8dfc76fb351682889625e3deccf510d41b92dac6167e52"",""bySideAndMethod"":{""baseline.activateSuperWeapon"":1,""baseline.orderUnits"":108,""baseline.pauseProduction"":6,""baseline.placeBuilding"":11,""baseline.queueForProduction"":36,""baseline.resumeProduction"":4,""baseline.sayAll"":1,""baseline.setUnitDebugText"":104,""baseline.toggleRepairWrench"":10,""baseline.unqueueFromProduction"":4,""candidate.orderUnits"":836,""candidate.pauseProduction"":10,""candidate.placeBuilding"":8,""candidate.queueForProduction"":65,""candidate.resumeProduction"":8,""candidate.setUnitDebugText"":137,""candidate.toggleRepairWrench"":11,""candidate.unqueueFromProduction"":15}}",""
